train_loss,validation_loss
1.6000924200303592,1.625922210790493
1.5977251374113035,1.6272498297470588
1.6017442162379865,1.6268637710147433
1.600418791970078,1.6271711030492075
1.5996673136188924,1.6260665897969846
1.5983326150203803,1.625943781601058
1.599647756519008,1.6259964533426143
1.5977691432024652,1.62592466948209
1.6011068411603604,1.6263165126244228
1.6000856818013292,1.6264810148212645
1.5990723874895312,1.6260400905653283
1.5990539861112625,1.6262935764259763
1.6010658920779306,1.626644476144402
1.5985607279425706,1.6258803915094446
1.5991436336405593,1.6261384437481563
1.598415673954581,1.6261419344831396
1.5990132939787862,1.6262249792063679
1.5989342199124206,1.6258287816135972
1.5984506880877467,1.627768936532515
1.5987982059852706,1.6258620332788538
1.6017209724317847,1.6260428654926795
1.6007176499355698,1.6258135046120044
1.5975886591625879,1.6257904122273128
1.5990444593252549,1.625752733261497
1.6031893780779118,1.6257490813732147
1.5992322844861555,1.6257325879953526
1.5966447423063133,1.6258016581888552
1.6046047884184358,1.6275849712115746
1.5974311618406645,1.6257041218104187
1.599305233380081,1.6263787967187386
1.6097087353951969,1.6260460300578012
1.5986564847405162,1.6257365213500128
1.597133675680913,1.6259269123827969
1.5984002824725796,1.6256350847306076
1.5983573042046444,1.625677020461471
1.5997536269528683,1.6269263040136408
1.5971992856665167,1.626474443409178
1.5972166506016061,1.6261931663310085
1.597882773925976,1.6266231735547383
1.5985115311538538,1.6260046925809648
1.5983606675108182,1.6256048281987507
1.5992864900702943,1.6256723817851808
1.5983740128663189,1.6255565660971183
1.6017032192367413,1.6258173286914825
1.5974857563762266,1.6255591451017946
1.59751476862591,1.6260530843778893
1.5991921718048663,1.6266592426432505
1.600730528134481,1.6257360086396888
1.5997700460272433,1.625670176965219
1.5975388410196503,1.6257208276678015
1.597997537483472,1.6255585970701996
1.6003544369319198,1.6254147368448753
1.5996920037712132,1.6254920578665204
1.5993635858432875,1.6253716206109081
1.6015067974541968,1.6257090502315097
1.5976890494264748,1.6263215012020535
1.598878645841594,1.6253156733733636
1.5986968944769724,1.6270648257599936
1.5977691066237447,1.626445703484394
1.598155900317389,1.6257749983557948
1.5963254512877585,1.626161014592206
1.6021831406241502,1.6259612523847156
1.5972198109615707,1.6253700030070763
1.598011382909496,1.625552792791967
1.597310567745753,1.625734523490623
1.6022703103427267,1.6253240864585947
1.599924617881288,1.625651921387072
1.599708008932127,1.6259825522149052
1.5963708181668876,1.6254943802400872
1.5959999343497018,1.6267634210763153
1.5966997997805026,1.6251615738427196
1.597864644018514,1.6251392309312467
1.5963561623389648,1.6251303178292733
1.5986482917294424,1.6250852390571877
1.5971638413012166,1.6250822637920026
1.604179982173747,1.6250537650452719
1.5978977081393975,1.6254277262422774
1.59587118280252,1.6251255058579974
1.6065124005010123,1.6261940896511078
1.5967723239049005,1.6251571934532236
1.596280832232566,1.6252088629537158
1.6020192809558522,1.6254099154913868
1.5994321755771017,1.6256468820351142
1.5995091065729854,1.625102819667922
1.6000526671896402,1.6261361103366923
1.5980898069948166,1.624956860034554
1.5986212363375865,1.6267899677709297
1.5980497164405416,1.6248328393256222
1.5963753768158624,1.625761659057052
1.6002910456635282,1.6248419908461746
1.5969457396775,1.6252609894231513
